dataset,protocol,model,seed,subject_id,threshold,n_trials,single_class,mcc,kappa,balanced_accuracy,pr_auc,roc_auc,macro_f1,sensitivity,specificity,ece,accuracy
ds007406,subjectwise,eegnet,4,sub-005,0.5001771274209023,6,0,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.8055555555555556,0.7777777777777779,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.14931545489364195,0.6666666666666666
ds007406,subjectwise,eegnet,4,sub-006,0.4954813330372175,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.4444444444444445,0.22222222222222224,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.17372857845491835,0.3333333333333333
ds007406,subjectwise,eegnet,4,sub-007,0.528854171037674,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.7,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.030757188194224388,0.3333333333333333
ds007406,subjectwise,eegnet,4,sub-008,0.5174827585617701,6,0,0.0,0.0,0.5,0.5555555555555556,0.4444444444444445,0.4857142857142857,0.6666666666666666,0.3333333333333333,0.026765910204913923,0.5
ds007406,subjectwise,eegnet,4,sub-009,0.4954813330372175,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.7222222222222222,0.5555555555555556,0.25,0.6666666666666666,0.0,0.005256159769164233,0.3333333333333333
ds007406,subjectwise,eegnet,4,sub-010,0.5150147852798304,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.4444444444444445,0.22222222222222224,0.25,0.6666666666666666,0.0,0.021734817160500408,0.3333333333333333
ds007406,subjectwise,logreg,0,sub-001,0.37842418551445,6,0,0.0,0.0,0.5,0.6666666666666667,0.4444444444444444,0.4857142857142857,0.6666666666666666,0.3333333333333333,0.4018542316666666,0.5
ds007406,subjectwise,logreg,0,sub-002,0.4272574752569198,6,0,0.0,0.0,0.5,0.5888888888888889,0.5555555555555556,0.3333333333333333,1.0,0.0,0.465976305,0.5
ds007406,subjectwise,logreg,0,sub-003,0.397320032119751,6,0,0.0,0.0,0.5,0.38333333333333336,0.0,0.3333333333333333,0.0,1.0,0.36971123166666664,0.5
ds007406,subjectwise,logreg,0,sub-004,0.469682914018631,6,0,0.0,0.0,0.5,0.8055555555555556,0.7777777777777779,0.3333333333333333,0.0,1.0,0.4442811303333334,0.5
ds007406,subjectwise,logreg,0,sub-005,0.4417656630277634,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.7222222222222222,0.5555555555555556,0.625,0.3333333333333333,1.0,0.37862724416666665,0.6666666666666666
