dataset,protocol,model,seed,subject_id,threshold,n_trials,single_class,mcc,kappa,balanced_accuracy,pr_auc,roc_auc,macro_f1,sensitivity,specificity,ece,accuracy
ds007406,subjectwise,deepconvnet,2,sub-004,0.4500195477406183,6,0,0.0,0.0,0.5,0.41111111111111115,0.11111111111111112,0.3333333333333333,1.0,0.0,0.03682661859525571,0.5
ds007406,subjectwise,deepconvnet,2,sub-005,0.4101809111237526,6,0,0.0,0.0,0.5,0.6388888888888888,0.6666666666666667,0.3333333333333333,1.0,0.0,0.061816970755656564,0.5
ds007406,subjectwise,deepconvnet,2,sub-006,0.4500195477406183,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.4777777777777778,0.33333333333333337,0.625,1.0,0.3333333333333333,0.03857087675068116,0.6666666666666666
ds007406,subjectwise,deepconvnet,2,sub-007,0.5651250656942526,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.5333333333333333,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06861007464014823,0.3333333333333333
ds007406,subjectwise,deepconvnet,2,sub-008,0.5555987885594368,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.4444444444444445,0.22222222222222224,0.25,0.0,0.6666666666666666,0.041642892857392644,0.3333333333333333
ds007406,subjectwise,deepconvnet,2,sub-009,0.5555987885594368,6,0,0.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.0,1.0,0.01194457937445903,0.5
ds007406,subjectwise,deepconvnet,2,sub-010,0.5497014584143957,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.4777777777777778,0.33333333333333337,0.625,1.0,0.3333333333333333,0.058099677662054705,0.6666666666666666
ds007406,subjectwise,deepconvnet,3,sub-001,0.4814451523621877,6,0,0.0,0.0,0.5,0.41111111111111115,0.11111111111111112,0.3333333333333333,1.0,0.0,0.1756656875212987,0.5
ds007406,subjectwise,deepconvnet,3,sub-002,0.5768899812300999,6,0,0.0,0.0,0.5,0.7,0.5555555555555556,0.4857142857142857,0.3333333333333333,0.6666666666666666,0.06860525359710057,0.5
ds007406,subjectwise,deepconvnet,3,sub-003,0.4814451523621877,6,0,0.0,0.0,0.5,0.7555555555555555,0.6666666666666667,0.3333333333333333,0.0,1.0,0.026207878026697384,0.5
ds007406,subjectwise,deepconvnet,3,sub-004,0.5267194883525371,6,0,0.0,0.0,0.5,0.7555555555555555,0.6666666666666667,0.3333333333333333,1.0,0.0,0.050579978028933215,0.5
ds007406,subjectwise,deepconvnet,3,sub-005,0.5267194883525371,6,0,0.0,0.0,0.5,0.38333333333333336,0.0,0.3333333333333333,1.0,0.0,0.050629164444075725,0.5
ds007406,subjectwise,deepconvnet,3,sub-006,0.5065892765919368,6,0,0.0,0.0,0.5,0.8666666666666667,0.7777777777777778,0.4857142857142857,0.6666666666666666,0.3333333333333333,0.15502960764699514,0.5
ds007406,subjectwise,deepconvnet,3,sub-007,0.5065892765919368,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.4777777777777778,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18394009321928023,0.3333333333333333
ds007406,subjectwise,deepconvnet,3,sub-008,0.5768899812300999,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.7222222222222222,0.5555555555555556,0.625,0.3333333333333333,1.0,0.0651726454496383,0.6666666666666666
ds007406,subjectwise,deepconvnet,3,sub-009,0.5593846073746681,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.4444444444444445,0.22222222222222224,0.25,0.0,0.6666666666666666,0.0563041122423279,0.3333333333333333
ds007406,subjectwise,deepconvnet,3,sub-010,0.5593846073746681,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.4444444444444445,0.22222222222222224,0.25,0.6666666666666666,0.0,0.062163047161367224,0.3333333333333333
ds007406,subjectwise,deepconvnet,4,sub-001,0.5569499709705512,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.4777777777777778,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0517491438322597,0.3333333333333333
ds007406,subjectwise,deepconvnet,4,sub-002,0.5322804473340512,6,0,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.7222222222222222,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.03659376071559062,0.6666666666666666
