dataset,protocol,model,seed,n_trials,n_subjects,mcc,kappa,balanced_accuracy,pr_auc,roc_auc,macro_f1,sensitivity,specificity,ece,accuracy
neuma,permuted_subjectwise,eegnet,4,4708,42,-0.01566269473195537,-0.014940632628555939,0.4912657641230813,0.2526786430717897,0.4934472363746743,0.48206310424548127,0.3806398687448728,0.6018916595012898,0.24403811473408893,0.5446049277824979
neuma,permuted_subjectwise,logreg,0,4708,42,-0.01906218104208123,-0.01739941195085648,0.4891667025229416,0.2590198588777264,0.48583183383567385,0.47017804222140314,0.4380639868744873,0.5402694181713958,0.2366413179078165,0.5138062871707731
neuma,permuted_subjectwise,logreg,1,4708,42,0.02614191865119874,0.02076659654298496,0.5146837911533048,0.27472160291957426,0.5228178752817656,0.45590958598117115,0.6103363412633306,0.4190312410432789,0.23609692525063716,0.4685641461342396
neuma,permuted_subjectwise,logreg,2,4708,42,-0.0015328041072067689,-0.0013480680559685432,0.49912522445440266,0.260749999860526,0.5024304676293077,0.46939503535355576,0.4946677604593929,0.5035826884494125,0.23933220456881907,0.5012744265080714
neuma,permuted_subjectwise,logreg,3,4708,42,0.028368567551218426,0.024709784292249792,0.5161894020137354,0.2762836024967973,0.5233762926774903,0.48085634949496925,0.5299425758818704,0.5024362281456004,0.23230384577740013,0.5095581988105352
neuma,permuted_subjectwise,logreg,4,4708,42,0.016273027441163032,0.01280569826319522,0.5091145475137964,0.27361372827623764,0.5180185422790154,0.4491112055864905,0.6095159967186218,0.40871309830897107,0.244654756057774,0.4607051826677995
neuma,permuted_subjectwise,svm_rbf,0,4708,42,-0.01930297261493956,-0.00885115661539393,0.49690190028851955,0.2590299226937973,0.49506112142909714,0.4357136764998176,0.015586546349466776,0.9782172542275723,0.011263607932645596,0.7289719626168224
neuma,permuted_subjectwise,svm_rbf,1,4708,42,-0.038481032841742174,-0.03825978101654304,0.4798286704892983,0.24026928841309814,0.4652247036331929,0.47966296748019266,0.2723543888433142,0.6873029521352824,0.016051508255918823,0.5798640611724724
neuma,permuted_subjectwise,svm_rbf,2,4708,42,-0.019869637999046605,-0.013422666239943926,0.4895866324045265,0.26272427784697083,0.4954439018586717,0.3954350592601582,0.682526661197703,0.29664660361135,0.0017367921145021073,0.39655904842820733
neuma,permuted_subjectwise,svm_rbf,3,4708,42,-0.0028493689395184475,-0.0025823935946756027,0.49837835588281554,0.24707343793980674,0.4811905035655245,0.47616083559944583,0.4602132895816243,0.5365434221840069,0.01434921477765716,0.5167799490229397
neuma,permuted_subjectwise,svm_rbf,4,4708,42,-0.008687535175387305,-0.005989678645003993,0.4953979352898868,0.25321099041643036,0.4853324323415605,0.4049536108919,0.6792452830188679,0.3115505875609057,0.008599006689928357,0.40675446049277825
